Code_Projet,Nom_Client,Reference_Commande,Montant_HT,Date_Creation
DRC0002,Client_73,CMD13349,8694.68,2024-01-15
DRC0014,Client_54,CMD13350,6925.25,2024-02-17
DRC0037,Client_199,CMD13351,209.13,2024-03-06
DRC0080,Client_239,CMD13352,3215.69,2024-04-03
DRC0047,Client_263,CMD13353,4062.2,2024-07-09
DRC0032,Client_238,CMD13354,2731.26,2024-05-09
DRC0058,Client_64,CMD13355,9506.69,2024-06-27
DRC0001,Client_172,CMD13356,8132.92,2024-03-31
DRC0066,Client_10,CMD13357,9196.0,2024-04-08
DRC0064,Client_51,CMD13358,3547.15,2024-07-07
DRC0039,Client_299,CMD13359,4819.93,2024-01-29
DRC0049,Client_92,CMD13360,8376.35,2024-03-24
DRC0051,Client_241,CMD13361,278.48,2024-01-22
DRC0025,Client_196,CMD13362,756.85,2024-04-05
DRC0028,Client_194,CMD13363,6504.81,2024-05-01
DRC0023,Client_244,CMD13364,2066.31,2024-07-17
DRC0059,Client_189,CMD13365,2322.94,2024-06-19
DRC0038,Client_288,CMD13366,2615.74,2024-01-15
DRC0086,Client_269,CMD13367,1369.88,2024-01-14
DRC0059,Client_257,CMD13368,3428.41,2024-04-10
DRC0032,Client_158,CMD13369,3443.68,2024-07-16
DRC0093,Client_240,CMD13370,8696.14,2024-04-02
DRC0049,Client_138,CMD13371,3286.03,2024-03-28
DRC0012,Client_146,CMD13372,2185.37,2024-02-20
DRC0003,Client_87,CMD13373,1833.88,2024-01-08
DRC0029,Client_162,CMD13374,3909.89,2024-06-11
DRC0071,Client_268,CMD13375,1471.63,2024-07-19
DRC0007,Client_95,CMD13376,4136.31,2024-02-17
DRC0043,Client_139,CMD13377,9986.52,2024-02-10
DRC0090,Client_236,CMD13378,2941.23,2024-07-15
DRC0050,Client_68,CMD13379,8009.02,2024-05-22
DRC0050,Client_90,CMD13380,2411.59,2024-06-20
DRC0005,Client_164,CMD13381,694.9,2024-06-08
DRC0015,Client_172,CMD13382,8022.52,2024-03-29
DRC0037,Client_54,CMD13383,3822.01,2024-03-23
DRC0015,Client_95,CMD13384,3425.15,2024-02-29
DRC0059,Client_22,CMD13385,7095.12,2024-05-08
DRC0004,Client_164,CMD13386,415.29,2024-04-06
DRC0051,Client_17,CMD13387,9022.55,2024-01-31
DRC0077,Client_64,CMD13388,2877.68,2024-04-16
DRC0020,Client_170,CMD13389,9690.21,2024-03-23
DRC0042,Client_91,CMD13390,7906.29,2024-01-25
DRC0053,Client_245,CMD13391,229.32,2024-07-07
DRC0094,Client_294,CMD13392,9780.18,2024-02-02
DRC0014,Client_73,CMD13393,8735.86,2024-07-16
DRC0030,Client_67,CMD13394,682.16,2024-02-14
DRC0008,Client_127,CMD13395,4485.99,2024-05-17
DRC0048,Client_15,CMD13396,8896.81,2024-02-28
DRC0057,Client_183,CMD13397,8219.65,2024-03-25
DRC0074,Client_294,CMD13398,7571.93,2024-04-16
DRC0096,Client_141,CMD13399,1275.2,2024-03-23
DRC0018,Client_235,CMD13400,1011.39,2024-01-04
DRC0013,Client_269,CMD13401,9930.46,2024-07-16
DRC0033,Client_15,CMD13402,424.0,2024-02-22
DRC0067,Client_272,CMD13403,1958.54,2024-03-06
DRC0040,Client_288,CMD13404,1175.21,2024-04-17
DRC0001,Client_176,CMD13405,1472.56,2024-01-19
DRC0006,Client_165,CMD13406,9563.61,2024-04-04
DRC0066,Client_198,CMD13407,5409.93,2024-07-16
DRC0013,Client_235,CMD13408,1744.36,2024-03-10
DRC0059,Client_188,CMD13409,7925.9,2024-07-07
DRC0009,Client_91,CMD13410,1868.75,2024-03-20
DRC0090,Client_82,CMD13411,3932.99,2024-07-13
DRC0019,Client_277,CMD13412,2842.08,2024-06-22
DRC0043,Client_233,CMD13413,3598.96,2024-02-10
DRC0074,Client_248,CMD13414,8120.01,2024-04-15
DRC0016,Client_223,CMD13415,2650.39,2024-02-18
DRC0091,Client_264,CMD13416,1616.96,2024-02-16
DRC0028,Client_192,CMD13417,885.58,2024-06-30
DRC0052,Client_18,CMD13418,2104.36,2024-07-03
DRC0074,Client_45,CMD13419,7292.64,2024-07-06
DRC0044,Client_237,CMD13420,2208.91,2024-05-21
DRC0086,Client_152,CMD13421,6898.01,2024-04-30
DRC0006,Client_240,CMD13422,4372.5,2024-07-13
DRC0042,Client_146,CMD13423,9590.07,2024-03-19
DRC0030,Client_128,CMD13424,5117.85,2024-02-23
DRC0036,Client_211,CMD13425,5109.0,2024-05-14
DRC0070,Client_298,CMD13426,2887.93,2024-04-30
DRC0062,Client_71,CMD13427,3166.03,2024-05-19
DRC0058,Client_202,CMD13428,6438.33,2024-03-09
DRC0030,Client_216,CMD13429,1632.27,2024-06-01
DRC0037,Client_243,CMD13430,778.54,2024-03-26
DRC0097,Client_213,CMD13431,6954.46,2024-03-24
DRC0011,Client_269,CMD13432,1240.13,2024-02-18
DRC0027,Client_187,CMD13433,6127.03,2024-01-17
DRC0087,Client_124,CMD13434,8460.32,2024-06-06
DRC0073,Client_237,CMD13435,1209.95,2024-07-19
DRC0059,Client_122,CMD13436,3107.47,2024-06-10
DRC0086,Client_283,CMD13437,7635.66,2024-03-13
DRC0095,Client_12,CMD13438,156.27,2024-01-27
DRC0075,Client_28,CMD13439,3520.69,2024-06-08
DRC0094,Client_213,CMD13440,3888.89,2024-06-15
DRC0040,Client_121,CMD13441,2378.89,2024-04-03
DRC0037,Client_118,CMD13442,9781.59,2024-07-02
DRC0007,Client_172,CMD13443,216.35,2024-03-23
DRC0067,Client_100,CMD13444,5014.75,2024-05-22
DRC0026,Client_117,CMD13445,2529.93,2024-01-04
DRC0035,Client_118,CMD13446,5205.6,2024-04-10
DRC0088,Client_22,CMD13447,7034.73,2024-03-05
DRC0088,Client_68,CMD13448,4126.4,2024-07-03
DRC0063,Client_95,CMD13449,3709.36,2024-02-14
DRC0051,Client_51,CMD13450,8008.8,2024-04-22
DRC0097,Client_294,CMD13451,6733.55,2024-04-15
DRC0016,Client_225,CMD13452,4176.6,2024-04-19
DRC0015,Client_62,CMD13453,6056.75,2024-04-21
DRC0047,Client_189,CMD13454,1948.46,2024-03-13
DRC0063,Client_247,CMD13455,3923.19,2024-04-07
DRC0048,Client_124,CMD13456,1308.87,2024-03-18
DRC0068,Client_218,CMD13457,8456.1,2024-03-03
DRC0001,Client_32,CMD13458,1883.23,2024-01-09
DRC0076,Client_98,CMD13459,6179.08,2024-02-25
DRC0010,Client_291,CMD13460,4138.19,2024-01-30
DRC0068,Client_89,CMD13461,7747.8,2024-01-16
DRC0043,Client_88,CMD13462,3608.6,2024-03-01
DRC0022,Client_279,CMD13463,4099.42,2024-02-20
DRC0066,Client_175,CMD13464,1585.68,2024-07-10
DRC0024,Client_201,CMD13465,7454.22,2024-01-15
DRC0064,Client_84,CMD13466,2171.96,2024-03-05
DRC0030,Client_103,CMD13467,9210.12,2024-06-27
DRC0067,Client_6,CMD13468,8457.89,2024-01-18
DRC0091,Client_25,CMD13469,8525.72,2024-04-11
DRC0031,Client_108,CMD13470,3134.82,2024-03-02
DRC0052,Client_54,CMD13471,4071.92,2024-04-02
DRC0062,Client_138,CMD13472,9160.13,2024-05-22
DRC0080,Client_262,CMD13473,6590.35,2024-02-23
DRC0094,Client_24,CMD13474,4140.64,2024-06-26
DRC0077,Client_8,CMD13475,7383.1,2024-06-17
DRC0063,Client_142,CMD13476,4765.44,2024-05-14
DRC0038,Client_164,CMD13477,4683.72,2024-01-12
DRC0056,Client_47,CMD13478,7168.93,2024-04-04
DRC0087,Client_33,CMD13479,781.57,2024-05-29
DRC0009,Client_255,CMD13480,9696.63,2024-07-11
DRC0021,Client_29,CMD13481,991.94,2024-03-29
DRC0039,Client_213,CMD13482,3737.36,2024-03-31
DRC0030,Client_277,CMD13483,7190.11,2024-05-08
DRC0056,Client_291,CMD13484,140.25,2024-05-02
DRC0071,Client_132,CMD13485,9258.27,2024-01-14
DRC0062,Client_189,CMD13486,1730.28,2024-03-21
DRC0070,Client_80,CMD13487,1654.46,2024-02-28
DRC0043,Client_170,CMD13488,476.06,2024-03-17
DRC0097,Client_175,CMD13489,3208.51,2024-03-30
DRC0096,Client_66,CMD13490,5821.96,2024-07-18
DRC0054,Client_204,CMD13491,1788.87,2024-01-09
DRC0061,Client_24,CMD13492,167.77,2024-04-15
DRC0084,Client_270,CMD13493,7205.5,2024-03-25
DRC0068,Client_233,CMD13494,9784.79,2024-05-16
DRC0015,Client_121,CMD13495,7041.94,2024-01-14
DRC0037,Client_165,CMD13496,3654.96,2024-04-09
DRC0052,Client_139,CMD13497,101.26,2024-03-20
DRC0056,Client_174,CMD13498,5352.17,2024-03-08
DRC0072,Client_119,CMD13499,1656.98,2024-02-14
DRC0011,Client_29,CMD13500,7347.04,2024-06-29
DRC0053,Client_261,CMD13501,6120.88,2024-01-01
DRC0075,Client_80,CMD13502,6746.66,2024-05-31
DRC0037,Client_174,CMD13503,8200.12,2024-01-26
DRC0087,Client_214,CMD13504,2292.24,2024-03-25
DRC0026,Client_288,CMD13505,9351.78,2024-05-05
DRC0005,Client_239,CMD13506,3561.75,2024-01-29
DRC0046,Client_291,CMD13507,3658.19,2024-04-18
DRC0013,Client_152,CMD13508,134.29,2024-05-10
DRC0021,Client_4,CMD13509,392.44,2024-05-31
DRC0051,Client_292,CMD13510,5015.59,2024-02-23
DRC0095,Client_189,CMD13511,5236.49,2024-01-15
DRC0019,Client_52,CMD13512,6945.8,2024-04-28
DRC0029,Client_202,CMD13513,4344.26,2024-02-24
DRC0008,Client_66,CMD13514,4206.06,2024-03-09
DRC0038,Client_64,CMD13515,7822.76,2024-03-20
DRC0070,Client_279,CMD13516,6615.77,2024-01-16
DRC0048,Client_55,CMD13517,9846.69,2024-06-06
DRC0046,Client_86,CMD13518,9783.0,2024-04-26
DRC0011,Client_121,CMD13519,8459.13,2024-06-07
DRC0086,Client_144,CMD13520,7563.28,2024-01-14
DRC0065,Client_66,CMD13521,9818.0,2024-06-06
DRC0014,Client_259,CMD13522,4583.91,2024-01-28
DRC0071,Client_11,CMD13523,4546.51,2024-05-18
DRC0019,Client_108,CMD13524,8137.53,2024-03-24
DRC0072,Client_72,CMD13525,8697.73,2024-06-08
DRC0045,Client_231,CMD13526,7167.64,2024-05-02
DRC0054,Client_185,CMD13527,9687.32,2024-03-13
DRC0008,Client_114,CMD13528,6476.49,2024-04-09
DRC0099,Client_198,CMD13529,8286.5,2024-01-18
DRC0038,Client_284,CMD13530,1300.6,2024-01-15
DRC0064,Client_125,CMD13531,908.21,2024-07-02
DRC0019,Client_23,CMD13532,9007.47,2024-02-17
DRC0084,Client_108,CMD13533,9371.71,2024-02-03
DRC0091,Client_114,CMD13534,5806.76,2024-07-19
DRC0002,Client_258,CMD13535,2542.22,2024-04-30
DRC0027,Client_196,CMD13536,7228.53,2024-01-14
DRC0089,Client_195,CMD13537,2270.76,2024-03-30
DRC0003,Client_298,CMD13538,224.58,2024-02-21
DRC0002,Client_36,CMD13539,8208.87,2024-05-05
DRC0076,Client_212,CMD13540,7451.13,2024-02-17
DRC0056,Client_255,CMD13541,7662.08,2024-05-29
DRC0062,Client_87,CMD13542,3971.32,2024-05-11
DRC0096,Client_62,CMD13543,727.78,2024-06-28
DRC0063,Client_204,CMD13544,9905.31,2024-06-29
DRC0029,Client_268,CMD13545,2507.99,2024-01-17
DRC0029,Client_158,CMD13546,2553.46,2024-07-12
DRC0023,Client_72,CMD13547,4009.59,2024-01-13
DRC0091,Client_26,CMD13548,5792.96,2024-01-02
DRC0046,Client_153,CMD13549,3079.45,2024-01-22
DRC0044,Client_91,CMD13550,9192.71,2024-05-26
DRC0081,Client_292,CMD13551,2357.82,2024-06-29
DRC0017,Client_185,CMD13552,4233.07,2024-06-08
DRC0067,Client_235,CMD13553,1578.93,2024-03-01
DRC0091,Client_180,CMD13554,6294.76,2024-06-15
DRC0088,Client_293,CMD13555,8587.32,2024-05-02
DRC0020,Client_279,CMD13556,8246.99,2024-04-14
DRC0039,Client_118,CMD13557,2508.54,2024-03-05
DRC0092,Client_103,CMD13558,8496.33,2024-01-09
DRC0040,Client_235,CMD13559,157.51,2024-06-16
DRC0100,Client_199,CMD13560,4610.56,2024-03-07
DRC0011,Client_10,CMD13561,9870.22,2024-03-05
DRC0079,Client_130,CMD13562,1036.61,2024-06-14
DRC0071,Client_146,CMD13563,7179.7,2024-02-03
DRC0012,Client_252,CMD13564,7427.0,2024-06-04
DRC0079,Client_135,CMD13565,2079.51,2024-06-09
DRC0019,Client_243,CMD13566,1445.07,2024-05-25
DRC0073,Client_137,CMD13567,6192.59,2024-06-07
DRC0091,Client_22,CMD13568,3592.99,2024-01-04
DRC0019,Client_114,CMD13569,9570.83,2024-05-19
DRC0061,Client_29,CMD13570,5152.29,2024-04-12
DRC0007,Client_72,CMD13571,6261.31,2024-05-15
DRC0036,Client_39,CMD13572,6211.06,2024-04-04
DRC0097,Client_113,CMD13573,5952.66,2024-04-18
DRC0062,Client_228,CMD13574,3585.9,2024-01-06
DRC0036,Client_171,CMD13575,4445.3,2024-01-09
DRC0069,Client_258,CMD13576,5330.68,2024-01-01
DRC0081,Client_226,CMD13577,2745.5,2024-05-16
DRC0079,Client_274,CMD13578,8428.49,2024-07-07
DRC0057,Client_33,CMD13579,5873.44,2024-02-05
DRC0099,Client_160,CMD13580,7608.81,2024-02-02
DRC0046,Client_221,CMD13581,529.79,2024-06-14
DRC0029,Client_94,CMD13582,2053.6,2024-01-30
DRC0022,Client_178,CMD13583,6775.39,2024-06-23
DRC0030,Client_121,CMD13584,8391.94,2024-05-15
DRC0012,Client_106,CMD13585,2757.4,2024-01-07
DRC0096,Client_267,CMD13586,7139.31,2024-06-26
DRC0054,Client_142,CMD13587,1523.86,2024-05-28
DRC0023,Client_173,CMD13588,9238.2,2024-03-17
DRC0010,Client_125,CMD13589,1673.19,2024-02-28
DRC0010,Client_68,CMD13590,808.54,2024-04-18
DRC0009,Client_221,CMD13591,8662.94,2024-01-06
DRC0065,Client_29,CMD13592,6580.75,2024-02-17
DRC0097,Client_62,CMD13593,8529.92,2024-07-18
DRC0085,Client_220,CMD13594,1089.99,2024-03-29
DRC0076,Client_202,CMD13595,3509.77,2024-03-16
DRC0005,Client_275,CMD13596,2279.5,2024-06-06
DRC0029,Client_271,CMD13597,2937.38,2024-04-07
DRC0077,Client_204,CMD13598,3150.92,2024-02-05
DRC0088,Client_142,CMD13599,3591.95,2024-03-31
DRC0010,Client_243,CMD13600,8484.78,2024-05-06
DRC0100,Client_179,CMD13601,3729.67,2024-02-01
DRC0021,Client_277,CMD13602,8819.54,2024-03-22
DRC0026,Client_125,CMD13603,2577.88,2024-03-31
DRC0046,Client_163,CMD13604,2756.75,2024-02-01
DRC0080,Client_13,CMD13605,4388.89,2024-04-06
DRC0074,Client_258,CMD13606,8333.42,2024-04-19
DRC0070,Client_128,CMD13607,5846.99,2024-04-09
DRC0060,Client_224,CMD13608,874.9,2024-04-23
DRC0058,Client_213,CMD13609,8228.05,2024-05-09
DRC0095,Client_98,CMD13610,4398.99,2024-04-13
DRC0065,Client_65,CMD13611,7205.3,2024-02-21
DRC0081,Client_30,CMD13612,6108.3,2024-05-04
DRC0042,Client_130,CMD13613,3663.17,2024-07-18
DRC0003,Client_273,CMD13614,426.77,2024-07-16
DRC0007,Client_101,CMD13615,4350.27,2024-06-16
DRC0038,Client_228,CMD13616,5179.7,2024-01-28
DRC0051,Client_183,CMD13617,1197.15,2024-06-06
DRC0070,Client_82,CMD13618,6777.58,2024-04-08
DRC0002,Client_2,CMD13619,3961.16,2024-01-12
DRC0030,Client_265,CMD13620,8892.08,2024-07-10
DRC0039,Client_203,CMD13621,1346.09,2024-05-29
DRC0071,Client_140,CMD13622,6773.66,2024-01-07
DRC0081,Client_293,CMD13623,2171.71,2024-05-06
DRC0087,Client_34,CMD13624,5332.29,2024-07-15
DRC0029,Client_105,CMD13625,8591.71,2024-01-06
DRC0018,Client_264,CMD13626,6498.59,2024-04-15
DRC0059,Client_132,CMD13627,8663.17,2024-03-28
DRC0064,Client_178,CMD13628,8288.39,2024-07-02
DRC0073,Client_42,CMD13629,4552.56,2024-02-22
DRC0071,Client_241,CMD13630,5367.82,2024-01-17
DRC0028,Client_276,CMD13631,9920.27,2024-07-08
DRC0058,Client_24,CMD13632,2975.53,2024-01-17
DRC0070,Client_37,CMD13633,7712.34,2024-06-10
DRC0045,Client_222,CMD13634,4286.37,2024-06-09
DRC0068,Client_213,CMD13635,5486.04,2024-05-30
DRC0079,Client_97,CMD13636,6666.44,2024-05-12
DRC0090,Client_20,CMD13637,159.77,2024-03-04
DRC0089,Client_225,CMD13638,5859.27,2024-05-27
DRC0055,Client_73,CMD13639,9456.01,2024-01-02
DRC0002,Client_180,CMD13640,5658.99,2024-05-10
DRC0053,Client_55,CMD13641,1544.46,2024-05-16
DRC0058,Client_175,CMD13642,9220.55,2024-05-25
DRC0086,Client_25,CMD13643,4797.55,2024-04-25
DRC0080,Client_95,CMD13644,1670.24,2024-01-23
DRC0087,Client_276,CMD13645,7691.39,2024-07-10
DRC0014,Client_161,CMD13646,7626.86,2024-03-15
DRC0028,Client_275,CMD13647,6584.77,2024-03-05
DRC0027,Client_182,CMD13648,9758.69,2024-04-30
DRC0036,Client_24,CMD13649,2479.59,2024-02-28
DRC0040,Client_54,CMD13650,9552.76,2024-06-17
DRC0024,Client_21,CMD13651,6096.4,2024-06-25
DRC0025,Client_167,CMD13652,8274.41,2024-03-07
DRC0087,Client_128,CMD13653,7004.08,2024-06-29
DRC0039,Client_149,CMD13654,7098.64,2024-02-02
DRC0093,Client_53,CMD13655,8496.55,2024-02-07
DRC0048,Client_197,CMD13656,6005.63,2024-07-09
DRC0045,Client_264,CMD13657,9175.6,2024-01-03
DRC0067,Client_184,CMD13658,5046.25,2024-06-11
DRC0069,Client_228,CMD13659,5627.53,2024-05-31
DRC0025,Client_246,CMD13660,2460.68,2024-03-30
DRC0096,Client_41,CMD13661,8475.46,2024-03-18
DRC0022,Client_187,CMD13662,7595.44,2024-04-10
DRC0054,Client_131,CMD13663,5617.03,2024-03-05
DRC0039,Client_202,CMD13664,7018.17,2024-03-14
DRC0004,Client_190,CMD13665,4885.96,2024-07-18
DRC0059,Client_274,CMD13666,4955.23,2024-06-24
DRC0063,Client_246,CMD13667,4790.8,2024-06-15
DRC0026,Client_149,CMD13668,6800.84,2024-02-25
DRC0073,Client_19,CMD13669,7944.11,2024-03-21
DRC0030,Client_57,CMD13670,1837.78,2024-04-29
DRC0043,Client_185,CMD13671,522.95,2024-02-10
DRC0008,Client_190,CMD13672,3463.5,2024-06-07
DRC0052,Client_292,CMD13673,5157.37,2024-01-11
DRC0037,Client_143,CMD13674,6437.31,2024-07-15
DRC0005,Client_294,CMD13675,8072.14,2024-01-24
DRC0027,Client_204,CMD13676,895.15,2024-06-27
DRC0082,Client_129,CMD13677,5088.96,2024-04-17
DRC0095,Client_256,CMD13678,3653.07,2024-03-14
DRC0047,Client_267,CMD13679,6309.71,2024-02-18
DRC0016,Client_133,CMD13680,8437.95,2024-05-02
DRC0066,Client_280,CMD13681,9930.8,2024-02-17
DRC0012,Client_252,CMD13682,2836.65,2024-03-12
DRC0064,Client_137,CMD13683,2840.71,2024-01-17
DRC0092,Client_87,CMD13684,8181.37,2024-02-04
DRC0006,Client_186,CMD13685,9263.75,2024-01-01
DRC0067,Client_88,CMD13686,9386.17,2024-05-29
DRC0025,Client_181,CMD13687,5073.3,2024-06-11
DRC0032,Client_278,CMD13688,2393.85,2024-01-03
DRC0020,Client_124,CMD13689,9501.69,2024-06-21
DRC0082,Client_13,CMD13690,1597.85,2024-06-22
DRC0077,Client_81,CMD13691,6748.73,2024-07-13
DRC0019,Client_128,CMD13692,6051.79,2024-02-11
DRC0008,Client_179,CMD13693,4648.7,2024-04-21
DRC0084,Client_180,CMD13694,3772.87,2024-06-08
DRC0097,Client_283,CMD13695,950.22,2024-06-27
DRC0019,Client_240,CMD13696,864.79,2024-02-20
DRC0031,Client_53,CMD13697,6364.53,2024-03-11
DRC0037,Client_4,CMD13698,3779.58,2024-03-18
DRC0092,Client_170,CMD13699,2678.68,2024-06-11
DRC0020,Client_202,CMD13700,6380.41,2024-04-14
DRC0058,Client_162,CMD13701,8727.63,2024-01-26
DRC0009,Client_288,CMD13702,5423.81,2024-05-12
DRC0014,Client_27,CMD13703,120.75,2024-03-19
DRC0012,Client_9,CMD13704,467.64,2024-02-11
DRC0095,Client_180,CMD13705,4150.11,2024-01-18
DRC0086,Client_52,CMD13706,6996.54,2024-01-05
DRC0022,Client_28,CMD13707,1393.32,2024-01-21
DRC0018,Client_33,CMD13708,5623.15,2024-06-29
DRC0003,Client_119,CMD13709,3975.16,2024-01-16
DRC0032,Client_186,CMD13710,2605.77,2024-05-09
DRC0091,Client_30,CMD13711,593.95,2024-03-24
DRC0085,Client_266,CMD13712,4831.36,2024-04-25
DRC0083,Client_113,CMD13713,8697.09,2024-02-05
DRC0019,Client_121,CMD13714,5413.23,2024-03-30
DRC0055,Client_24,CMD13715,233.97,2024-04-28
DRC0040,Client_23,CMD13716,5893.92,2024-05-14
DRC0027,Client_43,CMD13717,5674.74,2024-01-13
DRC0049,Client_189,CMD13718,4046.37,2024-05-02
DRC0084,Client_188,CMD13719,6323.21,2024-03-06
DRC0074,Client_78,CMD13720,2305.31,2024-01-22
DRC0071,Client_89,CMD13721,8470.74,2024-06-22
DRC0043,Client_72,CMD13722,8861.76,2024-04-23
DRC0015,Client_20,CMD13723,3913.34,2024-01-13
DRC0032,Client_191,CMD13724,6980.64,2024-04-18
DRC0084,Client_167,CMD13725,713.36,2024-01-24
DRC0080,Client_103,CMD13726,1491.22,2024-05-03
DRC0010,Client_13,CMD13727,5602.56,2024-06-06
DRC0040,Client_267,CMD13728,9073.95,2024-01-15
DRC0074,Client_77,CMD13729,7337.88,2024-01-28
DRC0013,Client_1,CMD13730,7474.78,2024-01-26
DRC0040,Client_198,CMD13731,2448.06,2024-01-15
DRC0037,Client_206,CMD13732,6939.08,2024-07-08
DRC0029,Client_134,CMD13733,4900.26,2024-07-17
DRC0038,Client_53,CMD13734,6529.09,2024-05-01
DRC0064,Client_39,CMD13735,869.1,2024-06-04
DRC0095,Client_37,CMD13736,859.54,2024-04-24
DRC0046,Client_184,CMD13737,8139.28,2024-07-03
DRC0042,Client_132,CMD13738,2571.61,2024-03-17
DRC0053,Client_298,CMD13739,9381.52,2024-05-19
DRC0030,Client_24,CMD13740,8642.06,2024-04-02
DRC0032,Client_157,CMD13741,1563.3,2024-06-30
DRC0078,Client_238,CMD13742,5073.79,2024-07-04
DRC0034,Client_7,CMD13743,8566.88,2024-03-02
DRC0067,Client_99,CMD13744,612.09,2024-07-08
DRC0031,Client_245,CMD13745,7456.66,2024-05-02
DRC0036,Client_269,CMD13746,3415.3,2024-02-21
DRC0052,Client_148,CMD13747,1749.39,2024-03-22
DRC0062,Client_208,CMD13748,4941.29,2024-06-02
DRC0074,Client_84,CMD13749,525.66,2024-05-18
DRC0040,Client_125,CMD13750,2031.39,2024-06-07
DRC0011,Client_43,CMD13751,1231.05,2024-01-13
DRC0075,Client_60,CMD13752,3734.21,2024-01-17
DRC0039,Client_166,CMD13753,5686.68,2024-02-13
DRC0086,Client_184,CMD13754,1317.77,2024-02-08
DRC0040,Client_82,CMD13755,2096.26,2024-04-24
DRC0018,Client_213,CMD13756,5415.05,2024-06-13
DRC0009,Client_272,CMD13757,9248.34,2024-06-12
DRC0008,Client_295,CMD13758,9670.0,2024-06-01
DRC0076,Client_133,CMD13759,2581.01,2024-02-11
DRC0001,Client_222,CMD13760,9316.29,2024-05-09
DRC0057,Client_275,CMD13761,8532.53,2024-06-10
DRC0033,Client_288,CMD13762,7367.97,2024-05-16
DRC0008,Client_126,CMD13763,7287.48,2024-05-13
DRC0021,Client_296,CMD13764,8978.4,2024-03-17
DRC0065,Client_216,CMD13765,1783.87,2024-04-11
DRC0089,Client_262,CMD13766,7732.93,2024-04-03
DRC0002,Client_65,CMD13767,1592.73,2024-01-23
DRC0078,Client_7,CMD13768,3239.45,2024-06-26
DRC0006,Client_157,CMD13769,7227.8,2024-01-29
DRC0054,Client_209,CMD13770,1288.26,2024-06-02
DRC0005,Client_80,CMD13771,2082.06,2024-04-13
DRC0030,Client_167,CMD13772,9254.84,2024-04-28
DRC0018,Client_92,CMD13773,2799.65,2024-05-24
DRC0053,Client_197,CMD13774,3885.53,2024-03-25
DRC0087,Client_228,CMD13775,4288.97,2024-03-08
DRC0013,Client_104,CMD13776,2772.23,2024-06-26
DRC0058,Client_116,CMD13777,1751.1,2024-06-09
DRC0091,Client_157,CMD13778,8578.53,2024-04-09
DRC0095,Client_242,CMD13779,2001.84,2024-07-13
DRC0014,Client_78,CMD13780,9665.86,2024-07-05
DRC0028,Client_61,CMD13781,5402.07,2024-05-31
DRC0093,Client_27,CMD13782,1573.64,2024-04-07
DRC0005,Client_102,CMD13783,8072.23,2024-07-19
DRC0005,Client_275,CMD13784,3044.58,2024-05-25
DRC0078,Client_258,CMD13785,2909.91,2024-04-29
DRC0092,Client_38,CMD13786,6420.35,2024-02-15
DRC0001,Client_17,CMD13787,8981.34,2024-04-06
DRC0011,Client_49,CMD13788,3103.83,2024-01-15
DRC0070,Client_298,CMD13789,4895.67,2024-02-13
DRC0079,Client_138,CMD13790,8960.2,2024-03-16
DRC0019,Client_291,CMD13791,8009.52,2024-01-01
DRC0008,Client_206,CMD13792,1649.63,2024-04-23
DRC0030,Client_29,CMD13793,9961.83,2024-05-29
DRC0034,Client_132,CMD13794,6104.59,2024-03-15
DRC0049,Client_259,CMD13795,8797.16,2024-04-20
DRC0079,Client_241,CMD13796,9799.91,2024-04-27
DRC0079,Client_26,CMD13797,2728.81,2024-05-07
DRC0053,Client_277,CMD13798,8644.52,2024-01-23
DRC0028,Client_219,CMD13799,8656.32,2024-02-12
DRC0041,Client_65,CMD13800,7317.34,2024-05-16
DRC0045,Client_94,CMD13801,3865.4,2024-04-12
DRC0029,Client_268,CMD13802,6524.16,2024-07-16
DRC0007,Client_62,CMD13803,6590.07,2024-07-17
DRC0087,Client_252,CMD13804,5525.51,2024-04-03
DRC0067,Client_131,CMD13805,2118.12,2024-05-24
DRC0067,Client_163,CMD13806,1663.61,2024-06-23
DRC0032,Client_15,CMD13807,369.68,2024-05-10
DRC0076,Client_298,CMD13808,5835.27,2024-04-24
DRC0074,Client_162,CMD13809,5192.96,2024-01-12
DRC0039,Client_193,CMD13810,7417.18,2024-04-26
DRC0072,Client_264,CMD13811,199.08,2024-01-26
DRC0017,Client_254,CMD13812,5498.91,2024-03-21
DRC0020,Client_297,CMD13813,7586.57,2024-04-17
DRC0072,Client_206,CMD13814,4264.73,2024-05-03
DRC0069,Client_290,CMD13815,112.42,2024-07-15
DRC0013,Client_36,CMD13816,8031.12,2024-06-04
DRC0065,Client_96,CMD13817,9496.41,2024-05-06
DRC0012,Client_253,CMD13818,222.6,2024-01-23
DRC0082,Client_45,CMD13819,4915.76,2024-05-03
DRC0008,Client_87,CMD13820,2031.66,2024-05-29
DRC0087,Client_48,CMD13821,7781.66,2024-06-01
DRC0092,Client_175,CMD13822,5165.82,2024-04-17
DRC0029,Client_197,CMD13823,433.56,2024-07-18
DRC0083,Client_115,CMD13824,2501.35,2024-02-15
DRC0026,Client_238,CMD13825,8927.47,2024-02-13
DRC0021,Client_264,CMD13826,7383.04,2024-05-31
DRC0089,Client_182,CMD13827,8469.1,2024-04-03
DRC0100,Client_2,CMD13828,2420.27,2024-02-11
DRC0047,Client_292,CMD13829,4254.29,2024-04-07
DRC0051,Client_36,CMD13830,1642.59,2024-06-01
DRC0057,Client_68,CMD13831,1328.49,2024-07-06
