Projet_ID,Client,Commande_ID,Montant_TTC,Date_Commande
DRC0096,Client_45,CMD11472,4328.8,2024-05-31
DRC0157,Client_366,CMD21473,5336.0,2024-05-22
DRC0096,Client_124,CMD11474,4352.4,2024-06-24
DRC0060,Client_89,CMD11475,1015.85,2024-03-17
DRC0055,Client_55,CMD11476,4994.95,2024-04-26
DRC0086,Client_1,CMD11477,9135.56,2024-05-12
DRC0175,Client_393,CMD21478,7016.44,2024-02-07
DRC0048,Client_158,CMD11479,1982.38,2024-01-09
DRC0142,Client_338,CMD21480,8652.86,2024-04-02
DRC0097,Client_94,CMD11481,9269.83,2024-02-19
DRC0037,Client_131,CMD11482,2614.72,2024-01-22
DRC0084,Client_244,CMD11483,5776.85,2024-02-24
DRC0072,Client_231,CMD11484,3509.15,2024-03-21
DRC0085,Client_111,CMD11485,5484.58,2024-04-04
DRC0035,Client_69,CMD11486,8194.44,2024-05-26
DRC0017,Client_44,CMD11487,7774.51,2024-03-28
DRC0097,Client_97,CMD11488,526.31,2024-01-22
DRC0090,Client_205,CMD11489,6990.37,2024-04-22
DRC0034,Client_151,CMD11490,3232.82,2024-07-07
DRC0001,Client_180,CMD11491,11630.65,2024-01-22
DRC0112,Client_371,CMD21492,6815.72,2024-06-11
DRC0095,Client_183,CMD11493,6162.94,2024-03-07
DRC0004,Client_35,CMD11494,4596.8,2024-03-11
DRC0068,Client_70,CMD11495,897.89,2024-05-31
DRC0086,Client_186,CMD11496,3320.35,2024-04-18
DRC0146,Client_325,CMD21497,11347.82,2024-05-06
DRC0066,Client_20,CMD11498,6598.85,2024-04-18
DRC0010,Client_142,CMD11499,4134.06,2024-03-20
DRC0015,Client_195,CMD11500,3384.63,2024-01-08
DRC0130,Client_361,CMD21501,936.42,2024-01-21
DRC0073,Client_185,CMD11502,4949.29,2024-07-15
DRC0149,Client_370,CMD21503,5031.86,2024-02-05
DRC0087,Client_60,CMD11504,8217.74,2024-04-09
DRC0077,Client_243,CMD11505,10958.35,2024-03-10
DRC0171,Client_318,CMD21506,6844.68,2024-05-11
DRC0057,Client_148,CMD11507,348.84,2024-05-16
DRC0072,Client_56,CMD11508,1178.91,2024-04-22
DRC0033,Client_37,CMD11509,5489.73,2024-03-09
DRC0084,Client_28,CMD11510,6661.64,2024-07-16
DRC0041,Client_192,CMD11511,971.69,2024-05-14
DRC0124,Client_312,CMD21512,2726.42,2024-05-12
DRC0184,Client_364,CMD21513,9700.12,2024-05-27
DRC0096,Client_13,CMD11514,3241.56,2024-04-27
DRC0059,Client_115,CMD11515,6045.55,2024-05-13
DRC0034,Client_129,CMD11516,638.66,2024-06-26
DRC0056,Client_16,CMD11517,12091.97,2024-02-07
DRC0022,Client_230,CMD11518,10573.74,2024-06-19
DRC0043,Client_50,CMD11519,322.48,2024-04-22
DRC0074,Client_44,CMD11520,4522.37,2024-03-04
DRC0088,Client_109,CMD11521,2143.56,2024-03-02
DRC0063,Client_173,CMD11522,1397.54,2024-06-09
DRC0183,Client_302,CMD21523,4360.78,2024-03-16
DRC0047,Client_150,CMD11524,8298.68,2024-02-20
DRC0096,Client_208,CMD11525,11793.22,2024-02-01
DRC0115,Client_333,CMD21526,10735.22,2024-03-12
DRC0034,Client_114,CMD11527,7168.68,2024-02-21
DRC0110,Client_391,CMD21528,4352.88,2024-05-21
DRC0190,Client_396,CMD21529,6427.16,2024-05-10
DRC0040,Client_101,CMD11530,4406.81,2024-03-27
DRC0168,Client_375,CMD21531,10808.63,2024-01-10
DRC0108,Client_312,CMD21532,4292.0,2024-02-19
DRC0033,Client_78,CMD11533,948.47,2024-07-15
DRC0082,Client_293,CMD11534,6924.84,2024-02-18
DRC0053,Client_116,CMD11535,6459.28,2024-03-23
DRC0094,Client_233,CMD11536,4420.16,2024-05-25
DRC0042,Client_295,CMD11537,10302.23,2024-03-27
DRC0019,Client_137,CMD11538,4372.37,2024-01-23
DRC0004,Client_130,CMD11539,7862.82,2024-07-16
DRC0053,Client_274,CMD11540,6555.49,2024-02-05
DRC0038,Client_262,CMD11541,11051.31,2024-05-29
DRC0051,Client_300,CMD11542,4538.59,2024-05-18
DRC0138,Client_367,CMD21543,2166.03,2024-06-30
DRC0025,Client_53,CMD11544,3893.0,2024-05-01
DRC0020,Client_152,CMD11545,1521.59,2024-05-17
DRC0156,Client_314,CMD21546,3588.55,2024-04-06
DRC0046,Client_246,CMD11547,7338.41,2024-03-10
DRC0055,Client_269,CMD11548,268.73,2024-01-07
DRC0099,Client_77,CMD11549,9229.24,2024-04-04
DRC0069,Client_87,CMD11550,9114.56,2024-05-10
DRC0060,Client_59,CMD11551,9986.05,2024-02-26
DRC0091,Client_132,CMD11552,6159.35,2024-02-13
DRC0015,Client_233,CMD11553,8531.58,2024-04-06
DRC0081,Client_63,CMD11554,8509.13,2024-02-16
DRC0093,Client_230,CMD11555,8295.98,2024-06-03
DRC0052,Client_109,CMD11556,8115.82,2024-07-04
DRC0052,Client_87,CMD11557,2400.68,2024-01-09
DRC0047,Client_220,CMD11558,5528.53,2024-06-28
DRC0088,Client_270,CMD11559,4350.42,2024-06-03
DRC0196,Client_340,CMD21560,10300.36,2024-05-05
DRC0034,Client_251,CMD11561,4946.34,2024-01-22
DRC0052,Client_106,CMD11562,9723.11,2024-01-14
DRC0013,Client_164,CMD11563,6787.51,2024-05-22
DRC0046,Client_199,CMD11564,212.2,2024-01-20
DRC0060,Client_283,CMD11565,3349.91,2024-02-11
DRC0069,Client_168,CMD11566,7435.05,2024-01-27
DRC0033,Client_249,CMD11567,7137.82,2024-02-26
DRC0097,Client_205,CMD11568,451.94,2024-04-19
DRC0064,Client_250,CMD11569,657.17,2024-04-09
DRC0055,Client_12,CMD11570,6848.21,2024-04-03
DRC0073,Client_175,CMD11571,11334.95,2024-03-11
DRC0079,Client_96,CMD11572,8459.0,2024-06-06
DRC0100,Client_173,CMD11573,7012.56,2024-06-24
DRC0058,Client_101,CMD11574,11422.03,2024-06-09
DRC0078,Client_253,CMD11575,1141.64,2024-04-16
DRC0086,Client_131,CMD11576,9033.2,2024-04-12
DRC0016,Client_11,CMD11577,7911.48,2024-03-16
DRC0067,Client_257,CMD11578,8062.65,2024-04-08
DRC0067,Client_298,CMD11579,266.44,2024-02-29
DRC0065,Client_286,CMD11580,10894.67,2024-05-10
DRC0075,Client_140,CMD11581,8604.74,2024-02-27
DRC0019,Client_68,CMD11582,5162.29,2024-03-28
DRC0094,Client_151,CMD11583,5872.22,2024-03-07
DRC0040,Client_177,CMD11584,9824.2,2024-07-19
DRC0006,Client_22,CMD11585,8781.29,2024-02-24
DRC0080,Client_26,CMD11586,4866.65,2024-04-27
DRC0003,Client_225,CMD11587,10140.92,2024-03-27
DRC0113,Client_339,CMD21588,9896.77,2024-03-28
DRC0080,Client_2,CMD11589,6634.57,2024-05-11
DRC0046,Client_171,CMD11590,1350.58,2024-01-14
DRC0032,Client_188,CMD11591,572.49,2024-02-23
DRC0080,Client_173,CMD11592,9014.7,2024-01-15
DRC0056,Client_141,CMD11593,11105.2,2024-03-27
DRC0052,Client_56,CMD11594,3575.46,2024-01-16
DRC0011,Client_208,CMD11595,921.04,2024-04-14
DRC0099,Client_99,CMD11596,8114.99,2024-01-04
DRC0034,Client_235,CMD11597,2495.3,2024-02-25
DRC0019,Client_98,CMD11598,10907.4,2024-05-09
DRC0027,Client_46,CMD11599,4289.97,2024-03-30
DRC0036,Client_206,CMD11600,4606.63,2024-05-01
DRC0038,Client_139,CMD11601,2725.07,2024-05-20
DRC0100,Client_152,CMD11602,9154.18,2024-02-13
DRC0027,Client_123,CMD11603,2965.01,2024-07-09
DRC0156,Client_314,CMD21604,9242.65,2024-02-02
DRC0053,Client_169,CMD11605,3910.26,2024-03-24
DRC0099,Client_93,CMD11606,8718.63,2024-06-16
DRC0080,Client_91,CMD11607,4745.85,2024-07-05
DRC0008,Client_121,CMD11608,6619.19,2024-05-23
DRC0012,Client_118,CMD11609,7653.62,2024-06-28
DRC0027,Client_43,CMD11610,3758.63,2024-07-13
DRC0051,Client_123,CMD11611,5311.89,2024-05-06
DRC0008,Client_273,CMD11612,10417.19,2024-01-28
DRC0015,Client_7,CMD11613,10560.18,2024-06-19
DRC0071,Client_210,CMD11614,8411.9,2024-06-29
DRC0070,Client_99,CMD11615,6854.6,2024-06-15
DRC0189,Client_377,CMD21616,2332.92,2024-05-27
DRC0058,Client_15,CMD11617,12128.26,2024-04-07
DRC0066,Client_133,CMD11618,10099.05,2024-01-11
DRC0088,Client_191,CMD11619,11836.77,2024-06-21
DRC0076,Client_224,CMD11620,7647.9,2024-05-05
DRC0080,Client_14,CMD11621,876.18,2024-02-29
DRC0068,Client_245,CMD11622,7986.89,2024-04-27
DRC0015,Client_249,CMD11623,10312.96,2024-04-06
DRC0005,Client_178,CMD11624,4556.26,2024-01-04
DRC0022,Client_92,CMD11625,9168.73,2024-04-01
DRC0059,Client_38,CMD11626,3101.82,2024-06-24
DRC0016,Client_144,CMD11627,6966.65,2024-04-10
DRC0002,Client_293,CMD11628,4322.42,2024-02-16
DRC0050,Client_157,CMD11629,6314.33,2024-06-07
DRC0104,Client_341,CMD21630,3190.38,2024-04-28
DRC0011,Client_228,CMD11631,4481.87,2024-02-26
DRC0052,Client_221,CMD11632,2135.51,2024-04-25
DRC0030,Client_179,CMD11633,1305.98,2024-03-11
DRC0009,Client_64,CMD11634,2405.35,2024-04-11
DRC0068,Client_214,CMD11635,4040.68,2024-04-08
DRC0043,Client_251,CMD11636,8323.04,2024-02-20
DRC0083,Client_128,CMD11637,3073.31,2024-04-23
DRC0031,Client_21,CMD11638,3009.57,2024-04-22
DRC0049,Client_47,CMD11639,9041.68,2024-05-02
DRC0136,Client_395,CMD21640,8736.18,2024-02-04
DRC0048,Client_241,CMD11641,3347.63,2024-03-17
DRC0012,Client_143,CMD11642,2722.6,2024-02-08
DRC0090,Client_266,CMD11643,2777.25,2024-03-21
DRC0052,Client_98,CMD11644,768.03,2024-01-29
DRC0098,Client_163,CMD11645,6064.47,2024-04-06
DRC0042,Client_3,CMD11646,9424.53,2024-06-12
DRC0035,Client_59,CMD11647,9743.24,2024-04-30
DRC0059,Client_288,CMD11648,7736.34,2024-04-14
DRC0197,Client_334,CMD21649,8246.65,2024-07-19
DRC0012,Client_165,CMD11650,1971.29,2024-06-04
DRC0198,Client_327,CMD21651,5225.82,2024-03-06
DRC0049,Client_119,CMD11652,11798.71,2024-02-24
DRC0079,Client_142,CMD11653,10925.53,2024-06-22
DRC0026,Client_286,CMD11654,3154.62,2024-02-25
DRC0024,Client_111,CMD11655,10142.99,2024-02-07
DRC0055,Client_138,CMD11656,5514.03,2024-07-19
DRC0146,Client_323,CMD21657,11771.14,2024-03-14
DRC0033,Client_141,CMD11658,5980.99,2024-01-10
DRC0104,Client_398,CMD21659,4260.04,2024-05-23
DRC0071,Client_185,CMD11660,6671.77,2024-01-29
DRC0020,Client_263,CMD11661,10188.72,2024-04-19
DRC0050,Client_24,CMD11662,1272.28,2024-04-24
DRC0008,Client_177,CMD11663,7432.39,2024-01-21
DRC0184,Client_335,CMD21664,4614.8,2024-04-27
DRC0012,Client_269,CMD11665,7038.84,2024-03-27
DRC0063,Client_119,CMD11666,2195.36,2024-04-06
DRC0194,Client_335,CMD21667,7291.59,2024-06-29
DRC0088,Client_234,CMD11668,3772.7,2024-05-12
DRC0093,Client_188,CMD11669,851.69,2024-05-26
DRC0022,Client_17,CMD11670,11663.51,2024-06-30
DRC0151,Client_362,CMD21671,3400.03,2024-06-03
DRC0009,Client_275,CMD11672,1957.43,2024-01-07
DRC0098,Client_260,CMD11673,5494.78,2024-03-22
DRC0028,Client_293,CMD11674,8042.67,2024-03-16
DRC0041,Client_295,CMD11675,7273.66,2024-05-25
DRC0096,Client_194,CMD11676,9318.49,2024-06-24
DRC0155,Client_328,CMD21677,3570.82,2024-03-13
DRC0080,Client_271,CMD11678,628.65,2024-01-18
DRC0054,Client_253,CMD11679,9011.94,2024-07-18
DRC0035,Client_132,CMD11680,4096.24,2024-03-19
DRC0020,Client_220,CMD11681,2340.23,2024-02-25
DRC0020,Client_87,CMD11682,3743.68,2024-02-02
DRC0039,Client_43,CMD11683,1555.17,2024-01-16
DRC0079,Client_4,CMD11684,6455.46,2024-04-23
DRC0012,Client_45,CMD11685,7270.02,2024-05-16
DRC0017,Client_136,CMD11686,5921.23,2024-01-22
DRC0019,Client_285,CMD11687,8223.92,2024-04-06
DRC0082,Client_21,CMD11688,4437.6,2024-01-18
DRC0089,Client_157,CMD11689,11134.08,2024-07-19
DRC0055,Client_170,CMD11690,2900.77,2024-06-15
DRC0180,Client_326,CMD21691,9962.1,2024-06-02
DRC0179,Client_393,CMD21692,5200.57,2024-01-26
DRC0110,Client_323,CMD21693,3443.83,2024-06-05
DRC0051,Client_77,CMD11694,10163.32,2024-03-31
DRC0026,Client_19,CMD11695,4673.23,2024-02-24
DRC0003,Client_274,CMD11696,3744.2,2024-07-14
DRC0172,Client_388,CMD21697,742.47,2024-01-01
DRC0094,Client_15,CMD11698,6732.79,2024-07-03
DRC0085,Client_32,CMD11699,11282.54,2024-05-13
DRC0056,Client_81,CMD11700,5936.67,2024-06-09
DRC0059,Client_234,CMD11701,7247.27,2024-05-25
DRC0154,Client_318,CMD21702,9786.13,2024-06-16
DRC0023,Client_17,CMD11703,5355.45,2024-03-02
DRC0020,Client_151,CMD11704,4449.3,2024-02-21
DRC0086,Client_224,CMD11705,10952.23,2024-06-07
DRC0097,Client_24,CMD11706,5925.32,2024-01-21
DRC0064,Client_135,CMD11707,8053.78,2024-02-14
DRC0024,Client_219,CMD11708,978.15,2024-07-04
DRC0093,Client_184,CMD11709,9541.34,2024-05-17
DRC0159,Client_357,CMD21710,9458.7,2024-02-03
DRC0164,Client_303,CMD21711,5178.53,2024-03-16
DRC0096,Client_129,CMD11712,7988.08,2024-06-22
DRC0142,Client_320,CMD21713,5317.83,2024-06-06
DRC0014,Client_278,CMD11714,846.65,2024-06-11
DRC0030,Client_97,CMD11715,1679.38,2024-05-01
DRC0010,Client_179,CMD11716,4539.47,2024-01-03
DRC0054,Client_45,CMD11717,2445.35,2024-05-04
DRC0040,Client_193,CMD11718,627.44,2024-04-11
DRC0012,Client_201,CMD11719,783.43,2024-05-19
DRC0091,Client_123,CMD11720,4660.09,2024-01-14
DRC0004,Client_197,CMD11721,3763.21,2024-01-31
DRC0176,Client_303,CMD21722,8582.64,2024-01-25
DRC0089,Client_125,CMD11723,8812.49,2024-04-23
DRC0153,Client_308,CMD21724,3899.84,2024-01-02
DRC0004,Client_287,CMD11725,9351.1,2024-04-08
DRC0105,Client_337,CMD21726,2301.79,2024-01-25
DRC0064,Client_123,CMD11727,11948.42,2024-07-13
DRC0056,Client_150,CMD11728,6914.39,2024-05-20
DRC0001,Client_50,CMD11729,2790.11,2024-06-09
DRC0103,Client_334,CMD21730,3321.24,2024-01-17
DRC0186,Client_358,CMD21731,3879.48,2024-01-10
DRC0032,Client_244,CMD11732,5116.4,2024-05-01
DRC0091,Client_140,CMD11733,11520.69,2024-01-11
DRC0099,Client_89,CMD11734,6686.29,2024-03-27
DRC0143,Client_309,CMD21735,4922.9,2024-02-01
DRC0055,Client_75,CMD11736,5930.49,2024-03-15
DRC0010,Client_209,CMD11737,10491.22,2024-07-14
DRC0022,Client_84,CMD11738,11224.62,2024-03-04
DRC0039,Client_163,CMD11739,5068.18,2024-03-24
DRC0010,Client_12,CMD11740,1566.54,2024-06-01
DRC0008,Client_293,CMD11741,10679.97,2024-02-15
DRC0023,Client_25,CMD11742,3871.01,2024-02-29
DRC0077,Client_277,CMD11743,2099.65,2024-05-09
DRC0004,Client_277,CMD11744,8925.32,2024-04-08
DRC0002,Client_261,CMD11745,1766.92,2024-01-29
DRC0021,Client_40,CMD11746,11507.41,2024-06-09
DRC0040,Client_248,CMD11747,10703.02,2024-02-10
DRC0059,Client_98,CMD11748,7746.3,2024-01-09
DRC0029,Client_30,CMD11749,5947.35,2024-06-22
DRC0031,Client_127,CMD11750,2738.14,2024-07-16
DRC0108,Client_396,CMD21751,6608.18,2024-03-28
DRC0004,Client_133,CMD11752,3547.92,2024-06-01
DRC0052,Client_27,CMD11753,4398.83,2024-06-06
DRC0043,Client_41,CMD11754,10959.59,2024-02-27
DRC0103,Client_326,CMD21755,6557.17,2024-05-21
DRC0096,Client_234,CMD11756,2208.76,2024-07-19
DRC0125,Client_362,CMD21757,5051.52,2024-02-09
DRC0100,Client_119,CMD11758,9390.23,2024-04-24
DRC0177,Client_370,CMD21759,3865.54,2024-06-10
DRC0153,Client_386,CMD21760,1193.5,2024-03-01
DRC0081,Client_51,CMD11761,5444.71,2024-05-10
DRC0051,Client_101,CMD11762,505.61,2024-05-01
DRC0095,Client_25,CMD11763,265.75,2024-03-29
DRC0033,Client_132,CMD11764,7682.99,2024-07-02
DRC0027,Client_26,CMD11765,1652.73,2024-06-27
DRC0058,Client_292,CMD11766,10363.42,2024-06-15
DRC0104,Client_356,CMD21767,7750.98,2024-01-06
DRC0008,Client_287,CMD11768,5117.1,2024-05-31
DRC0093,Client_117,CMD11769,11277.12,2024-04-08
DRC0014,Client_261,CMD11770,10583.75,2024-05-11
DRC0041,Client_107,CMD11771,11307.08,2024-02-15
DRC0058,Client_212,CMD11772,8750.17,2024-06-25
DRC0028,Client_289,CMD11773,5302.64,2024-07-16
DRC0022,Client_72,CMD11774,6568.25,2024-07-02
DRC0098,Client_274,CMD11775,8330.73,2024-06-26
DRC0135,Client_345,CMD21776,6745.98,2024-03-31
DRC0052,Client_289,CMD11777,4568.57,2024-04-12
DRC0049,Client_47,CMD11778,2547.28,2024-02-11
DRC0080,Client_195,CMD11779,9718.67,2024-02-07
DRC0040,Client_296,CMD11780,5212.84,2024-07-12
DRC0071,Client_254,CMD11781,4835.62,2024-03-23
DRC0097,Client_133,CMD11782,10186.19,2024-03-16
DRC0172,Client_309,CMD21783,10608.34,2024-05-26
DRC0066,Client_204,CMD11784,8446.85,2024-03-12
DRC0022,Client_159,CMD11785,2342.81,2024-06-25
DRC0001,Client_117,CMD11786,10963.87,2024-04-06
DRC0001,Client_166,CMD11787,7661.5,2024-06-23
DRC0021,Client_287,CMD11788,10908.75,2024-03-23
DRC0082,Client_65,CMD11789,10394.56,2024-07-14
DRC0065,Client_62,CMD11790,3662.83,2024-03-29
DRC0046,Client_37,CMD11791,11234.88,2024-03-20
DRC0071,Client_54,CMD11792,11695.79,2024-07-03
DRC0156,Client_351,CMD21793,10265.02,2024-02-11
DRC0069,Client_227,CMD11794,1248.29,2024-06-13
DRC0076,Client_288,CMD11795,11345.66,2024-02-07
DRC0096,Client_266,CMD11796,1232.5,2024-02-18
DRC0138,Client_353,CMD21797,600.47,2024-01-10
DRC0094,Client_31,CMD11798,605.77,2024-05-27
DRC0006,Client_206,CMD11799,3655.81,2024-04-14
DRC0032,Client_67,CMD11800,10284.18,2024-01-23
DRC0094,Client_87,CMD11801,770.16,2024-02-12
DRC0035,Client_118,CMD11802,6465.88,2024-02-13
DRC0067,Client_101,CMD11803,5248.62,2024-01-18
DRC0055,Client_272,CMD11804,6496.24,2024-04-17
DRC0034,Client_182,CMD11805,8096.43,2024-03-12
DRC0053,Client_93,CMD11806,5114.22,2024-03-13
DRC0049,Client_103,CMD11807,4387.78,2024-07-19
DRC0058,Client_277,CMD11808,5994.23,2024-05-17
DRC0108,Client_345,CMD21809,1307.77,2024-04-27
DRC0072,Client_143,CMD11810,8999.31,2024-03-15
DRC0094,Client_138,CMD11811,8485.03,2024-07-06
DRC0128,Client_326,CMD21812,8945.76,2024-02-23
DRC0056,Client_274,CMD11813,10870.63,2024-05-26
DRC0121,Client_335,CMD21814,6677.08,2024-01-17
DRC0019,Client_97,CMD11815,9297.31,2024-06-26
DRC0002,Client_91,CMD11816,3116.75,2024-05-14
DRC0007,Client_258,CMD11817,1400.69,2024-06-21
DRC0040,Client_19,CMD11818,1906.29,2024-03-27
DRC0051,Client_206,CMD11819,301.81,2024-02-11
DRC0125,Client_341,CMD21820,7112.51,2024-03-18
DRC0092,Client_27,CMD11821,7438.44,2024-07-07
DRC0029,Client_54,CMD11822,6115.29,2024-03-23
DRC0047,Client_156,CMD11823,7545.32,2024-05-23
DRC0060,Client_212,CMD11824,2169.38,2024-05-24
DRC0008,Client_295,CMD11825,5436.67,2024-02-09
DRC0055,Client_91,CMD11826,382.11,2024-03-26
DRC0127,Client_332,CMD21827,6800.66,2024-05-28
DRC0064,Client_93,CMD11828,2942.02,2024-02-11
DRC0074,Client_149,CMD11829,6346.04,2024-06-12
DRC0069,Client_118,CMD11830,10846.18,2024-04-01
DRC0089,Client_95,CMD11831,7599.83,2024-03-26
DRC0064,Client_37,CMD11832,9368.82,2024-02-18
DRC0042,Client_300,CMD11833,1447.32,2024-07-02
DRC0047,Client_233,CMD11834,10976.89,2024-01-21
DRC0047,Client_198,CMD11835,10935.33,2024-02-22
DRC0013,Client_179,CMD11836,5610.7,2024-05-03
DRC0022,Client_73,CMD11837,9652.46,2024-05-24
DRC0006,Client_289,CMD11838,10063.21,2024-06-03
DRC0038,Client_104,CMD11839,9974.05,2024-02-18
DRC0093,Client_240,CMD11840,6371.96,2024-07-19
DRC0068,Client_136,CMD11841,3000.67,2024-01-26
DRC0049,Client_93,CMD11842,4569.15,2024-05-11
DRC0022,Client_291,CMD11843,5245.51,2024-01-06
DRC0069,Client_249,CMD11844,8613.09,2024-01-02
DRC0029,Client_134,CMD11845,6246.08,2024-06-28
DRC0048,Client_285,CMD11846,4050.18,2024-07-05
DRC0052,Client_39,CMD11847,3129.56,2024-03-21
DRC0006,Client_59,CMD11848,1917.64,2024-01-12
DRC0070,Client_90,CMD11849,6668.98,2024-01-19
DRC0027,Client_50,CMD11850,10132.99,2024-06-02
DRC0073,Client_258,CMD11851,8771.57,2024-03-05
DRC0003,Client_10,CMD11852,9395.49,2024-02-12
DRC0190,Client_319,CMD21853,3225.34,2024-03-21
DRC0068,Client_228,CMD11854,5519.07,2024-01-17
DRC0136,Client_310,CMD21855,4854.23,2024-03-31
DRC0043,Client_87,CMD11856,502.13,2024-04-14
DRC0162,Client_336,CMD21857,2780.96,2024-05-05
DRC0027,Client_2,CMD11858,6755.03,2024-05-28
DRC0016,Client_71,CMD11859,10219.58,2024-04-10
DRC0072,Client_217,CMD11860,9206.97,2024-04-05
DRC0184,Client_311,CMD21861,4232.82,2024-06-27
DRC0175,Client_358,CMD21862,4665.77,2024-01-05
DRC0067,Client_219,CMD11863,817.79,2024-02-14
DRC0084,Client_153,CMD11864,9225.41,2024-04-20
DRC0042,Client_162,CMD11865,9297.74,2024-04-29
DRC0080,Client_164,CMD11866,11055.37,2024-03-20
DRC0009,Client_135,CMD11867,4983.09,2024-04-24
DRC0060,Client_238,CMD11868,7172.87,2024-02-16
DRC0073,Client_211,CMD11869,10923.64,2024-01-21
DRC0022,Client_287,CMD11870,954.43,2024-05-23
DRC0046,Client_221,CMD11871,5052.47,2024-04-24
DRC0098,Client_278,CMD11872,626.57,2024-04-26
DRC0030,Client_136,CMD11873,9375.81,2024-04-23
DRC0062,Client_100,CMD11874,10097.98,2024-01-27
DRC0051,Client_251,CMD11875,2103.72,2024-03-04
DRC0071,Client_229,CMD11876,1856.28,2024-05-11
DRC0128,Client_378,CMD21877,9660.66,2024-02-24
DRC0050,Client_300,CMD11878,8612.41,2024-04-08
DRC0007,Client_205,CMD11879,3741.84,2024-05-26
DRC0043,Client_98,CMD11880,6625.89,2024-02-16
DRC0101,Client_338,CMD21881,5385.43,2024-01-23
DRC0014,Client_18,CMD11882,873.01,2024-02-05
DRC0172,Client_388,CMD21883,3882.08,2024-04-12
DRC0060,Client_268,CMD11884,3537.45,2024-03-05
DRC0065,Client_87,CMD11885,5691.64,2024-04-27
DRC0004,Client_59,CMD11886,10861.26,2024-01-02
DRC0122,Client_318,CMD21887,11938.58,2024-03-12
DRC0159,Client_383,CMD21888,10546.56,2024-06-26
DRC0075,Client_110,CMD11889,2829.57,2024-02-24
DRC0072,Client_77,CMD11890,4998.76,2024-06-27
DRC0051,Client_95,CMD11891,318.04,2024-04-08
DRC0195,Client_351,CMD21892,5872.73,2024-02-03
DRC0099,Client_260,CMD11893,6720.1,2024-06-09
DRC0008,Client_33,CMD11894,2902.15,2024-04-27
DRC0096,Client_197,CMD11895,5779.39,2024-05-10
DRC0037,Client_90,CMD11896,4153.18,2024-06-14
DRC0024,Client_146,CMD11897,6620.02,2024-06-03
DRC0038,Client_31,CMD11898,6612.65,2024-01-26
DRC0030,Client_176,CMD11899,748.58,2024-03-02
DRC0005,Client_93,CMD11900,659.21,2024-07-08
DRC0014,Client_250,CMD11901,4372.99,2024-01-10
DRC0132,Client_312,CMD21902,5173.08,2024-02-23
DRC0041,Client_221,CMD11903,4808.59,2024-06-30
DRC0035,Client_182,CMD11904,11468.29,2024-05-03
DRC0099,Client_64,CMD11905,10215.67,2024-04-02
DRC0018,Client_77,CMD11906,3101.52,2024-07-05
DRC0077,Client_5,CMD11907,8246.51,2024-06-25
DRC0076,Client_31,CMD11908,3515.94,2024-06-12
DRC0084,Client_35,CMD11909,11150.53,2024-06-25
DRC0033,Client_285,CMD11910,8255.57,2024-06-01
DRC0088,Client_18,CMD11911,1199.51,2024-06-08
DRC0195,Client_333,CMD21912,7861.45,2024-06-07
DRC0090,Client_9,CMD11913,4956.18,2024-04-06
DRC0083,Client_237,CMD11914,1505.07,2024-05-26
DRC0019,Client_30,CMD11915,10777.04,2024-02-07
DRC0056,Client_44,CMD11916,11202.2,2024-06-10
DRC0047,Client_240,CMD11917,8480.48,2024-01-29
DRC0073,Client_173,CMD11918,1011.4,2024-02-16
DRC0021,Client_20,CMD11919,8194.04,2024-06-17
DRC0031,Client_176,CMD11920,2133.68,2024-01-05
DRC0004,Client_67,CMD11921,3562.87,2024-03-24
DRC0168,Client_400,CMD21922,10298.26,2024-04-03
DRC0058,Client_19,CMD11923,3158.09,2024-03-28
DRC0022,Client_220,CMD11924,11647.2,2024-03-24
DRC0076,Client_179,CMD11925,11275.32,2024-04-05
DRC0097,Client_16,CMD11926,2408.45,2024-05-23
DRC0048,Client_247,CMD11927,2592.78,2024-01-19
DRC0047,Client_213,CMD11928,5759.73,2024-03-10
DRC0097,Client_206,CMD11929,650.82,2024-03-21
DRC0110,Client_364,CMD21930,10925.14,2024-01-25
DRC0024,Client_197,CMD11931,8302.95,2024-06-11
DRC0070,Client_74,CMD11932,5255.11,2024-03-21
DRC0112,Client_357,CMD21933,12107.6,2024-02-05
DRC0029,Client_236,CMD11934,9343.3,2024-03-21
DRC0035,Client_192,CMD11935,6395.26,2024-06-01
DRC0043,Client_261,CMD11936,10259.43,2024-02-07
DRC0046,Client_237,CMD11937,10183.27,2024-04-21
DRC0033,Client_245,CMD11938,6779.0,2024-05-30
DRC0094,Client_295,CMD11939,3162.76,2024-04-09
DRC0133,Client_302,CMD21940,3096.14,2024-05-01
DRC0081,Client_271,CMD11941,11295.69,2024-04-04
DRC0073,Client_177,CMD11942,7895.84,2024-03-30
DRC0082,Client_262,CMD11943,11665.57,2024-01-09
DRC0077,Client_133,CMD11944,2383.29,2024-05-23
DRC0029,Client_46,CMD11945,10086.68,2024-02-28
DRC0048,Client_164,CMD11946,3369.42,2024-06-09
DRC0066,Client_181,CMD11947,8566.19,2024-07-14
DRC0047,Client_42,CMD11948,4077.88,2024-06-06
DRC0061,Client_53,CMD11949,4915.48,2024-06-25
DRC0060,Client_162,CMD11950,8747.63,2024-03-13
DRC0056,Client_290,CMD11951,2114.89,2024-06-21
DRC0089,Client_18,CMD11952,7185.92,2024-02-09
DRC0044,Client_95,CMD11953,594.83,2024-05-27
DRC0037,Client_105,CMD11954,4445.46,2024-04-05
